Word,Count
\non-joiner,U+200C\,1
Byte(String),1
Emerick's,1
testXor,1
isAlphanumeric(String),1
\{'z',\,1
U+2194,1
3]),1
\t,1
\longer,\,1
CallableBackgroundInitializer(computationCallable);,1
Object[]),1
<p>Helpers,1
<em>%d</em>,1
<code>objects</code>,1
#setLength(int)},1
\"\abzzzz"\\,1
endFinal,1
CharUtils.isAsciiAlphanumeric('\n'),1
issued,1
<code>1237</code>,1
\though,\,1
MultiBackgroundInitializer#initialize()},1
interface/class,1
\<code>LazyInitializer</code>,\,1
U+2261,1
StringEscapeUtils.ESCAPE_XML.with(,1
complete),1
ObjectUtils.hashCodeMulti((Object[]),1
singleton.</p>,1
\BooleanUtils.toBooleanObject("\y"\)\,1
'^',1
formated,1
\NumberUtils.toDouble("\1.5"\,\,1
documented,1
\StringUtils.containsAny("\zzabyycdxx"\,['z','y'])\,1
convenience.</p>,1
<li>Neither,1
Ä,1
\p,\,1
<p>Negates,1
StringUtils.getDigits(null),1
appendToString(delegate.toString()),1
testOr,1
evaluated,1
\ObjectUtils.toString("\"\,\,1
<li><b>Chomp/Chop</b>,1
reformatted,1
\0.3],\,1
Brian,1
Ú,1
<p>Character,1
JAVA_AWT_HEADLESS},1
legacy,1
min(long[]),1
Stein,1
uncommitted,1
\ReflectionDiffBuilder(this,\,1
escaped),1
records,1
17th,1
Iso8601_Rule},1
isInstanceOf,1
max(int...),1
pointSize),1
-0x},1
#stripToNull(String)}.</p>,1
org.apache.commons.lang.builder.HashCodeBuilder.reflectionAppend(HashCodeBuilder.java:373),1
ConcurrentUtils.initializeUnchecked(initializer);,1
NumberFormat.getCurrencyInstance(testLocales[i]);,1
U+02DC,1
'tRUE'/'True',1
6L],1
\ordinalIndexOf(String,\,1
\<code>cls</code>,\,1
<tr><td>H</td><td>hours</td></tr>,1
U+25CA,1
ObjectUtils.CONST(1.0);,1
unpredictable,1
\<code>Float.NaN</code>,\,1
\"\ules"\]\,1
\"\^--\,1
\<pre>Validate.notEmpty(myCollection,\,1
\CharSetUtils.squeeze(null,\,1
resulted,1
null);,1
\s,1
1.4),1
equivalents,1
\3L],\,1
(-1)}.</p>,1
violated,1
String.startsWith(String),1
showed,1
<code>toPrimitive(Xxx[])</code>,1
bytes},1
Symbol,1
(+1,1
participate,1
\StringUtils.overlay(null,\,1
FastDateFormat_ParserTest},1
Chas,1
\Suddenly,\,1
\href="\https://commons.apache.org/proper/commons-text/javadocs/api-release/org/apache/commons/text/FormattableUtils.html"\>\,1
\'left',\,1
\"\\"\}\,1
).getOwnerType().getClass().toString(),1
---,1
\StringUtils.stripStart(null,\,1
\1</td><td>"\"\</td></tr>\,1
f),1
<code>Class</code>es,1
20);</code>.</p>,1
\ArrayUtils.remove([true],\,1
isBlank(String),1
iterations,1
getDeclaredField(),1
nullStr,1
\downstile,U+230A\,1
org.apache.commons.lang3.concurrent.TimedSemaphore#setLimit(int)},1
web-application,1
viable,1
\StringUtils.firstNonEmpty("\"\,\,1
error.</li>,1
org.apache.commons.lang3.time.StopWatch}.</p>,1
suffixes.</p>,1
Java</i>,1
Character.toLowerCase(char),1
AggregateTranslator</a>,1
possibly,1
\equals(CharSequence,\,1
#isAppendTransients()},1
UnpaddedNumberField,1
file.separator},1
('\n'),1
\short[]{(short)0x2B3C},Conversion.intToShortArray(0x12345678,33,new\,1
assertions,1
Georgian,1
empty&quot;,1
\.append(this.field1,\,1
String[]{null},1
java.nio.charset.Charset.isSupported(String)</a>,1
list0,1
\BooleanUtils.toBooleanObject("\true"\)\,1
differences</li>,1
<p>CharSetUtils,1
'true'/'TRUE',1
remove(),1
Integer#MIN_VALUE},1
\"\y"\)\,1
octal),1
\org.springframework.util.StringUtils,\,1
\<code>ToStringStyle</code>,\,1
StringUtils.chomp(null),1
<p>Each,1
Î,1
\0,-1,-1,-1,-1,-1,-1,-1,-1,-1},3,4));//rejected\,1
looping,1
UnpadedNumberField},1
BooleanUtils.toIntegerObject(true),1
\Long.getLong(String,int)\,1
ThresholdCircuitBreaker(10L);,1
LANG-13,1
object);</pre>,1
preferable,1
quotes;,1
play,1
<code>']'</code>,1
4/5,1
Optimise,1
\instances,\,1
Member},1
-----------------------,1
appendToString,1
critical,1
s.length(),1
ISO_TIME_NO_T_FORMAT,1
\b.append("\a\,1
InvocationHandler},1
\going,\,1
objects</h3>,1
\StringUtils.isAlphanumericSpace("\"\)\,1
appendIfMissingIgnoreCase},1
cls}'s,1
\#substringBeforeLast(String,\,1
MutableTriple,1
java.vendor.url},1
63));//rejected,1
#NO_LIMIT},1
balance,1
easiest,1
Truncation,1
\StringUtils.chomp("\\r"\)\,1
arguably,1
set=,1
org.apache.commons.lang3.concurrent.MultiBackgroundInitializer.MultiBackgroundInitializerResults},1
setBoolean(),1
#removeListener(Object)},1
notified:</p>,1
\timeouts),\,1
penalize,1
U+03B9,1
Integer;,1
summary.</p>,1
ExtendedMessageFormat</a>,1
Iterable<,1
sometimes,1
U+21D0,1
\ArrayUtils.add(['1',\,1
\6),\,1
1.2.x,1
exception;,1
\Actually,\,1
\null."\);\,1
been:,1
initialCapacity,1
\StringUtils.appendIfMissing("\abcmno"\,\,1
cover,1
Operators,1
EqualsBuilder.</p>,1
afterwords,1
Minimizes,1
threads.</p>,1
\GenericArrayType}s,\,1
Conversion#hexDigitToInt(char)},1
java.vm.vendor},1
Prominent,1
supersuperclass,1
\Conversion#byteArrayToShort(byte[],\,1
object.getClass().getName());</pre>,1
separator},1
Faster,1
\ArrayUtils.removeElement(["\a"\],\,1
<code>int[]</code>),1
Shift,1
org.apache.commons.lang3.text.WordUtils.</p>,1
twice.</p>,1
fieldInThisClass;,1
\feet,\,1
builtins:,1
Calculations,1
\"\java.lang.String"\}</li>\,1
\"\You\,1
\ArrayUtils#isNotEmpty(int[])},\,1
org.apache.commons.lang3.StringEscapeUtils,1
õ,1
mappings,1
(2.0,1
Math.round,1
infer,1
DateUtils},1
<code>String.format()</code>,1
\ClassPathUtils.toFullyQualifiedPath(StringUtils.class,\,1
BooleanUtils.toStringTrueFalse(Boolean.FALSE),1
ranges.</p>,1
constructor's,1
'end',1
tok.setTreatingEmptyAsNull(true);,1
rsaquo,1
NumberUtils.toScaledBigDecimal(Float.valueOf(23.515f)).equals(BigDecimal.valueOf(23.51)),1
\normally,\,1
\complete,\,1
'T'HH:mm:ssZZ},1
queried.</p>,1
<code>searchStrings</code>.</p>,1
ObjectUtils.hashCode(obj),1
compareTo(Object)},1
\"\High\,1
lazily,1
*any*,1
third,1
Snow,1
<p>Formatting,1
ArchUtils},1
\"\left-hand-side"\\,1
\<code>cs</code>,\,1
isNumeric(CharSequence),1
\upsilon,U+03C5\,1
\FastDateParser,\,1
\compared,\,1
imaginary,1
sub-classes,1
Left-Hand-Side,1
webapp,1
outputStream},1
isNotBlank(String),1
\v2.2,\,1
\subformats,\,1
\mode,\,1
{{,1
objectData},1
\{type},\,1
\BooleanUtils.toString(false,\,1
<p>Add,1
Threshold,1
non-overridden,1
frames.</p>,1
(ExecutionException,1
\Sigmaf,\,1
\red.setValue(paintInstruction,\,1
\"\MNOabc"\\,1
LANG-1187,1
(it,1
Character#MAX_CODE_POINT},1
CharUtils.toIntValue(null),1
type}:,1
\loops,\,1
d);</pre>,1
fields.</p>,1
Boolean.TRUE;,1
\"\a.b.c"\\,1
bugged,1
\assertEquals(0x0F12345678000000L,Conversion.intsToLong(src,1,0x123456789ABCDEF0L,32,2));\,1
ê,1
<i>int</i>,1
repetitions,1
getVariant(),1
Modification,1
\problematic,\,1
\"\1"\)\,1
\int)</code>,\,1
\StringUtils.stripToEmpty("\abc"\)\,1
<code>javax</code>,1
overlapped,1
proportional,1
Integer.decode(String),1
actively,1
(<b>()?</b>,1
MAGIC_DOUBLE,1
transfinite,1
registryUnused,1
\StringUtils.isAsciiPrintable("\Ceki"\)\,1
guaranteed.</li>,1
Object.toString,1
#unescapeHtml3(String)},1
bit-mapped,1
propagates,1
equals(Object),1
Constants,1
Atom,1
Annotation#equals(Object)},1
<p>Timing,1
pos)),1
prependIfMissing},1
\ArrayUtils#isNotEmpty(char[])},\,1
NullPointerException}.</li>,1
ø,1
\"\&lt;Fran&ccedil;ais&gt;"\}\,1
Tomschi,1
Underlying,1
Annotation#toString()},1
BooleanUtils.toStringTrueFalse(false),1
Source,1
\href="\https://commons.apache.org/proper/commons-text/javadocs/api-release/org/apache/commons/text/StringTokenizer.html"\>\,1
HashCodeBuilder}.</p>,1
\2.6f,\,1
zeros.</p>,1
\StringUtils.strip("\abc"\)\,1
versa</li>,1
U+2229,1
suppressing,1
java.home},1
TwoDigitNumberField},1
\StringUtils.getJaroWinklerDistance("\D\,1
\(remember,\,1
\v2.1,\,1
Object&gt;,1
org.apache.commons.lang3.concurrent.ConcurrentInitializer#get(),1
java.lang.Number.</p>,1
uriComparable,1
\compiler,\,1
StringUtils.trimToEmpty(null),1
(ContextedRuntimeException,1
\BooleanUtils.toBooleanObject(Integer.valueOf(2),\,1
reuse,1
\.append(this.field2,\,1
took,1
zero-sized,1
\ArrayUtils.add([1.1f],\,1
<li>appendWithSeparators,1
\IEEE754rUtils#min(float,\,1
measurements,1
Alphabet,1
weeks,1
zero-based,1
expressions.</p>,1
<p>Thrown,1
\"\abstemiously"\\,1
broadcasting,1
U+03BC,1
127);,1
worthy,1
fire,1
ME,1
status:,1
\Annotation},\,1
\<p>Now,\,1
(index),1
ç,1
constructor.</p>,1
CharUtils.isAsciiNumeric('&copy;'),1
org.apache.commons.lang3.text.WordUtils#uncapitalize(String),1
<li>toCharArray/getChars,1
\<code>indexOf(xxx[],\,1
if(searchCommand.getComponent(),1
#capitalizeFully(String)}.</p>,1
ò,1
<code>ToStringStyle</code>.</p>,1
toTypeVariable,1
Subtract,1
as-is.</p>,1
\<code>asWriter</code>,\,1
\StringUtils.stripStart("\abc\,1
MyStyle,1
perhaps,1
\ArrayUtils.removeElements([true],\,1
CharUtils.toCharacterObject('A'),1
constants.</p>,1
CharUtils.isAsciiNumeric('-'),1
resumed,1
consumption,1
\ObjectUtils.firstNonNull(Boolean.TRUE,\,1
OctalUnescaper</a>,1
<code>MutableInt</code>,1
\StringUtils.splitByCharacterType("\fooBar"\)\,1
Locale[availableLocales.length,1
\<pre>Validate.notBlank(myString,\,1
workarounds,1
bypasses,1
\StringUtils.ordinalIndexOf(*,\,1
running.</li>,1
2.2f),1
Method),1
\"\a-d"\)\,1
sem;,1
\ArrayUtils#isNotEmpty(double[])},\,1
<code>replace()</code>,1
0->11,1
ISO8601TimeZoneStrategies,1
\StringUtils.split("\\,1
\NumberUtils#toScaledBigDecimal(Float,\,1
scenes,1
\BooleanUtils.toInteger(Boolean.FALSE,\,1
cobj,1
\StringUtils.isAllLowerCase("\abc"\)\,1
56192,1
\StringUtils.isAsciiPrintable("\\,1
org.apache.commons.lang3.SystemUtils},1
ago,1
\testLocales,\,1
<p>Hexadecimal,1
Eliminate,1
\append("\smoker"\,\,1
\ArrayUtils#isEmpty(int[])},\,1
'T'HH:mm:ss},1
ThreadUtils.getAllThreads()},1
ObjectUtils.hashCodeMulti(a),1
counted,1
initialize:,1
Which,1
pile,1
'previous,1
Childrens,1
max(byte...),1
yet),1
CPU,1
diffs},1
0.0f),1
\<code>ExtendedMessageFormat</code>,\,1
\WordUtils.uncapitalize("\"\,\,1
language+variant,1
Long/Integer),1
name),1
f[alse],1
walks,1
U+039E,1
(nInts-1)*32+srcPos,1
JEE,1
\BooleanUtils.toBooleanObject("\off"\)\,1
\StringUtils.lowerCase("\"\,\,1
\StringUtils.isAllLowerCase("\ab/c"\)\,1
ConstructorUtils},1
nullToEmpty,1
U+2191,1
\href="\http://docs.oracle.com/javase/6/docs/technotes/guides/intl/encoding.doc.html"\>JRE\,1
53,1
twenty,1
$${${name}},1
\Annotation,\,1
\t\n\r\f}</td>,1
\org.apache.commons.lang3.StringUtils#substringAfter(String,\,1
\minute."\</li>\,1
'true'},1
\lastOrdinalIndexOf(String,String,int)\,1
\Arrays#copyOfRange(Object[],\,1
<em>(GMT),1
OS/2,1
<tr><td>S</td><td>milliseconds</td></tr>,1
Character#toTitleCase(int)},1
\3.2,\,1
overflow),1
min(int...),1
NumberUtils.toFloat(null),1
expand,1
\href="\https://commons.apache.org/proper/commons-text/javadocs/api-release/org/apache/commons/text/translate/LookupTranslator.html"\>\,1
doing,1
LANG-978,1
-7),1
10.5f],1
hence,1
java.lang.Comparable,1
'a'.</p>,1
\StringUtils.isMixedCase("\aBc"\)\,1
CharSetUtils.evaluateSet(null);}.</p>,1
cent,1
Long.MAX_VALUE,1
\StringUtils.chomp(null,\,1
documents.</p>,1
\'z',\,1
customizing,1
cs).lastIndexOf((String),1
\SimpleDateFormat("\yyyy-MM-dd"\).format(value);\,1
Hashtable},1
\"\yzbat"\\,1
[name=John,1
U+03C4,1
\"\token"\\,1
\"\abcba"\\,1
recommendations,1
heart,1
&quot;Cannot,1
\'0'],\,1
(Assuming,1
*(len(firstString),1
\@SafeVarargs,\,1
\Font(fontName,\,1
StrTokenizer#reset(String)},1
\"\.COM"\)\,1
\by"\\,1
names),1
(<code>&quot;\n&quot;</code>,1
reduces,1
<h3>String,1
barf,1
myClass.field2),1
MM,1
\#replaceEachRepeatedly(String,\,1
\predecessors,\,1
org.apache.commons.lang3.math.IEEE754rUtils},1
2^31-1,1
\"\batyz"\\,1
http://issues.apache.org/bugzilla/show_bug.cgi?id=38401,1
HH:mm:ssZZ},1
\System.out.println("\An\,1
\"\5417543010"\\,1
LANG-662,1
Identity,1
subinterface),1
LANG-477,1
\<code>reflectionEquals</code>,\,1
\age,\,1
\#finite(double,\,1
System.out.println(green.getValue(paintInstruction));,1
text</li>,1
\append(fieldName,\,1
<code>NoMatcher</code>,1
tightly,1
\boolean,\,1
\note,\,1
\-->,\,1
org.apache.commons.lang3.StringUtils#split(String)},1
\def"\]\,1
Abbreviating,1
Inclusivity,1
Biginteger,1
TimeUnit.HOURS},1
\issues,\,1
\#notEmpty(Collection,\,1
allowDuplicate,1
\WordUtils.initials("\"\,\,1
\0,-1,-1,-1,-1,-1},3,2));//rejected\,1
refine,1
CharUtils.isAsciiAlpha('-'),1
only/none/any,1
0x/0X,1
0.3f],1
\org.apache.commons.lang3.builder.ToStringBuilder}),\,1
u'v'),1
\Doe,33,false]\,1
\StringUtils.splitByCharacterType("\ASFRules"\)\,1
splitOnStringExpectedResults,1
Field}s,1
nongeneric,1
Better,1
\Conversion#hexToByte(String,\,1
\"\America/Los_Angeles"\}\,1
<b>null</b>;,1
IllegalCharsetNameException},1
quietly,1
\short[]{-1,-1,-1,-1},1,3));\,1
b.hashCode(),1
Japanese,1
java.util.List},1
rotated,1
10.10,1
double)}</li>,1
(includes,1
<li><b>Abbreviate</b>,1
0L),1
\assertEquals(highExpected,\,1
\href="\http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=4228335"\>bug</a>/RFE\,1
switch-point,1
\ellipses,\,1
\CharSet,\,1
EntityManagerFactory,1
\reduce,\,1
Recursively,1
\control,\,1
FieldPosition,1
methodParameterTypes,1
\concept,\,1
\BooleanUtils.toBooleanDefaultIfNull(null,\,1
wrapper),1
cascades,1
appendTransients,1
if-conditions,1
Pattern.DOTALL).matcher(source).replaceAll(replacement)}</li>,1
\(</b><code>,</code><i>format-style</i><b>)?)?</b><code>}</code>\,1
atomically,1
ran,1
26,1
\StringUtils.substringAfterLast(null,\,1
3.5E-46,1
masculine,1
<i>numerator</i>/<i>denominator</i>',1
FFFF,1
sigma',1
<code>Float.NaN==Float.NaN</code>,1
\0.3f],\,1
org.apache.commons.lang3.concurrent.ConstantInitializer},1
brute,1
os.version},1
ClassUtils.isAssignable(),1
screen,1
\Throwable#getCause()},\,1
Ã,1
\testLocales[i],\,1
laundered,1
2*(95/96)**1000,1
\initializer,\,1
\theta,U+0398\,1
\StringUtils.removeEndIgnoreCase("\abc"\,\,1
abbrevMarker)}.</li>,1
\priority,\,1
accented,1
MAGIC_FLOAT,1
<p>Determines,1
Å,1
\"\foo"\,\,1
deserialize:,1
attention,1
\StringUtils.indexOfAnyBut("\aba"\,"\ab"\)\,1
thrown.</li>,1
\StringUtils.isNumeric("\12.3"\)\,1
\"\ABCX"\)\,1
ife<br>,1
isAsciiPrintable(String),1
readNextToken(),1
\kappa,\,1
U+0396,1
consulted,1
\OE,U+0152\,1
(non-parameterized),1
Produces,1
U+2032,1
str.toCharArray(),1
Class.getConstructors(),1
\"\?,\,1
\floor,\,1
\#notBlank(CharSequence,\,1
\database,\,1
emf.format(lowArgs));,1
\NumberUtils.toShort("\"\)\,1
book,1
String#lastIndexOf(String)}.</p>,1
Selected,1
\scenarios,\,1
TextStringBuilder</a>,1
<code>StrSubstitutor</code>,1
immediate,1
\ArrayUtils.addAll([null],\,1
locks,1
optional.</p>,1
verbatim,1
<li><b>Replace/Overlay</b>,1
\33,\,1
\<p>Then,\,1
\Conversion#hexToShort(String,\,1
(dbff),1
instead:,1
\<td>"\flammable/inflammable"\</td>\,1
#ESCAPE_XML10},1
subtracted,1
ToStringBuilder.reflectionToString(this);,1
\even,\,1
MultilineRecursiveToStringStyle()).toString();,1
Compatible,1
JLS,1
recalculate},1
LANG-1020:,1
tie,1
Binary,1
<code>toString(Object)</code>,1
powerful,1
snuck,1
font,1
StrSubstitutor.replaceSystemProperties,1
\#getDateInstance(int,\,1
\d1,\,1
d1.diff(d2),1
separators.</p>,1
\2L,\,1
LANG-882,1
\NumberUtils.toDouble("\"\)\,1
inits,1
manner:,1
U+2009,1
#accept(java.lang.reflect.Field)}</li>,1
\onwards,\,1
\StringUtils.defaultIfBlank(null,\,1
missing),1
<code>Calendar</code>,1
normal/negated,1
element:,1
super.accept(f),1
<li>delete,1
lazily.<br>,1
object.</li>,1
LANG-1215,1
transposed,1
\assertEquals("\one"\,\,1
\infinity,\,1
\distributed,\,1
notes,1
safely-accessible,1
String#equalsIgnoreCase(String)},1
org.apache.commons.lang3.concurrent.ConcurrentUtils#handleCauseUnchecked(java.util.concurrent.ExecutionException)},1
<p>On,1
\"\bcdefghijk"\\,1
respectively.</p>,1
\StringUtils.repeat("\?"\,\,1
<p>Though,1
11.x,1
\(%1$s,%2$s)}.</p>\,1
isWhitespace(),1
BooleanUtils.isTrue(Boolean.TRUE),1
news,1
signals,1
(double,1
pound,1
AnnotationUtils},1
\initialize,\,1
\"\butter"\</code></p>\,1
token's,1
\Calendar,\,1
registering,1
scratch,1
\Linux,\,1
\StringUtils.isAllUpperCase("\\,1
<code>ExceptionUtils</code>,1
Optimisation,1
<p>Singleton,1
ö,1
#escapeCsv(String)},1
&#064;Override,1
IOOBE),1
\yes,\,1
inheritance.</p>,1
StringUtils#isAllLowerCase(CharSequence)},1
loader.get();,1
Quote,1
<code>Objects</code>,1
df,1
multi-thread,1
JSR-166,1
\#notEmpty(CharSequence,\,1
myObject);</pre>,1
\StringUtils.isNumericSpace("\12.3"\)\,1
\quotes),\,1
\SelectionListener.class,\,1
Extended-B,1
log,1
Counts,1
of{@link,1
<li>space,1
continued,1
situation:,1
\"\foooo"\)\,1
roundedDownDate,1
\"\ab.."\\,1
(61/62)**1000,1
exceedingly,1
result),1
truncate-pad-append,1
yyyy-MM-dd'T'HH:mm:ss},1
Minutes]</em>,1
stripAll,1
Calendar.MONTH);,1
ToStringStyle#NO_CLASS_NAME_STYLE},1
U+21D1,1
\StringUtils.joinWith(null,\,1
\"\Error\,1
owner's,1
(DST),1
receives,1
12345678901234567890,1
occupies,1
ClassName,1
on;y,1
words.</p>,1
CharUtils.isAsciiPrintable('&copy;'),1
\negatives,\,1
generalize,1
catches,1
Letterlike,1
ArrayUtils#isNotEmpty(boolean[])},1
\{1,upper}\,1
\therefore,\,1
dormant,1
References</a>,1
\graphs,\,1
timedSemaphore;,1
trunc,1
U+2245,1
a},1
varag,1
Numbers,1
d[],1
\getCause(Throwable,\,1
basically,1
\c.get(Calendar.MONTH),\,1
\implies,\,1
StatisticsThread(sem);,1
org.apache.commons.lang3.time.FastDateFormat,1
org.apache.commons.lang3.text.WordUtils#capitalize(String),1
\"\#0000FF"\}\,1
unwrapping,1
(0xhhhh),1
Exceptions.</p>,1
\element"\\,1
Done,1
encounter,1
ConcurrentException;,1
generalization,1
examination,1
\endsWith(CharSequence,\,1
|v|,1
<A>,1
\<code>asReader</code>,\,1
\StringUtils.containsAny("\aba"\,\,1
arch,1
0</li>,1
HH,1
\contrast,\,1
Capitalizing,1
<li>asReader,1
\all"\.</p>\,1
\map.put(key,\,1
String.concat,1
\java.util.Objects.toString(myObject,\,1
\circumstances,\,1
implies},1
https://issues.apache.org/jira/browse/LANG-720,1
<code>allowDuplicate</code>,1
u<0,1
Prevents,1
<code>java.lang.Boolean.hashCode</code>,1
Fills,1
<li><b>Difference</b>,1
\StringUtils.splitByCharacterType("\number5"\)\,1
(default,1
NullPointerException}.</p>,1
${undefined.number:-1234567890}.&quot;;,1
ArrayUtils.&lt;String&gt;toArray();,1
\embedded,\,1
U+03BE,1
<code>+0.0f</code>,1
\transitions,\,1
\WordUtils.initials(*,\,1
ObjectUtils.CONST((byte),1
GMT_ID},1
traces,1
OK:,1
\StringUtils.isEmpty("\bob"\)\,1
\manner,\,1
1L],1
sep,1
UTF-8,1
\assertEquals(0x34567800,Conversion.ShortArrayToInt(src,\,1
TimeZone.LONG},1
TwelveHourField},1
23,1
right-to-left,1
true/false,1
GenericArrayType,1
runnable,1
heavily,1
roundings,1
\florin,\,1
defined</li>,1
virtually,1
int[]}s,1
process.</p>,1
confusion,1
java.util.Collection&lt;String&gt;,1
user.dir},1
\StringUtils.isAlphanumericSpace("\ab\,1
(T[])new,1
StringUtils.strip(null),1
<code>long</code>s,1
\"\BabcB"\\,1
Utilities,1
illegal,1
<p>Turns,1
too.</p>,1
package),1
\rightmost,\,1
Subsequent,1
w},1
#escapeJava(String)},1
\StringUtils.stripToEmpty("\abc\,1
(~=,1
CharUtils.isAsciiAlphanumeric('-'),1
NumberUtils.toDouble(BigDecimal.valudOf(8.5d)),1
Arithmetic,1
TimeZoneDisplayKey},1
\false},Conversion.shortToBinary((short)0xCDEF,\,1
\StringUtils.upperCase(null,\,1
ReflectionToStringBuilder(this),1
\BooleanUtils.toBoolean("\on"\)\,1
published,1
StringTokenizer</a>,1
<code>Map</code>.</p>,1
35,1
\StringUtils.isAlphaSpace("\\,1
\.namingPattern("\worker-thread-%d"\)\,1
Rule,1
\2,477\,1
\&quot;toString()'ed&quot;,\,1
InterruptedException},1
We're,1
#getListeners(),1
\StringUtils.substringBeforeLast(null,\,1
\document,\,1
\["\a"\,"\b"\,"\c"\]\,1
${x},1
#open()},1
\<code>"\password"\</code>\,1
<p>Examples,1
searchclass,1
\"\"\})</li>\,1
package}/{@code,1
DateUtils.round(),1
<li>replace,1
backed,1
\0,0,0,0,0,1,0,0)\,1
\squeeze,\,1
#},1
non-{@link,1
inlines,1
<p>Limitations,1
\delimiter),\,1
<td>ignore</td><td>NoneMatcher</td><td>{}</td>,1
\4,"\ffffffffffffffffffffffff"\,3,4));//rejected\,1
raise,1
modeled,1
CharUtils.isAsciiAlphanumeric('&copy;'),1
\"\[a-z]*"\,\,1
\"\type\,1
\"\isEmpty"\,\,1
1.0),1
jelly</code>.</p>,1
\<em>closed</em>,\,1
encounters,1
\StringUtils.startsWithIgnoreCase("\ABCDEF"\,\,1
\BooleanUtils.toString(null,\,1
incomplete,1
pilcrow,1
Calendars,1
\ContextedRuntimeException("\Error\,1
thread.</li>,1
enableSubstitutionInVariables,1
<code>super.hashCode()</code>,1
\Map,\,1
isBlank().</p>,1
org.apache.commons.lang3.time.StopWatch},1
<li><code>clone(xxx[])</code>,1
\StringUtils.defaultString("\bat"\,\,1
setShort(),1
Stop,1
\accessible,\,1
Parent,1
\thread-safe,\,1
(mathematically),1
surrogate.</p>,1
actual:,1
\delta,U+0394\,1
in-depth,1
\#reflectionCompare(Object,\,1
\#strip(String,\,1
suite,1
&amp;#[xX]?\d+;,1
Flag,1
\"\.0"\)\,1
optimisation,1
Runnable},1
\boolean[69],\,1
B2,1
non-blank,1
\"\High"\,\,1
And,1
Integer.valueOf(2));,1
editors,1
128,1
org.apache.commons.lang3.concurrent.BackgroundInitializer#initialize(),1
String#valueOf(char[]),1
Weierstrass,1
subclassing.</p>,1
\CharUtils.toChar('A',\,1
\bytecode,\,1
Local,1
member.</p>,1
Short.decode(String),1
StringUtils.isAllUpperCase(null),1
\events,\,1
\Conversion#intArrayToLong(int[],\,1
lookup(String),1
'yyyy',1
\StringUtils.getJaroWinklerDistance("\frog"\,\,1
\<p>Instead,\,1
Primitive/Object,1
#getValue(int),1
0xA,1
\StringUtils.isNumeric("\12-3"\)\,1
\Locale("\fr"\),\,1
breakable,1
------------------------------------------------------------------------,1
\StringUtils.isNumeric("\-123"\)\,1
indexRef,1
[:print:],1
splash,1
\Conversion#longToBinary(long,\,1
emptiness,1
[#xB-#xC],1
19%,1
trademark,1
\(ActionListener.class,\,1
of:,1
\owner,\,1
menu,1
(#),1
allowSigns,1
\shells,\,1
'1E-',1
\Object"\\,1
Locale}.</p>,1
\StringUtils.chomp("\\n"\)\,1
translations,1
CharUtils.toCharacterObject(',1
Pattern.DOTALL).matcher(source).replaceAll(StringUtils.EMPTY)}</li>,1
non-java,1
\"\abcdef"\\,1
traveled,1
\<code>Person@7f54[name=Stephen,age=29,smoker=false,job=Job@43cd2[title=Manager]]</code></p>\,1
along,1
\StringUtils.chop("\abc\n"\)\,1
\org.apache.commons.lang3.concurrent.MultiBackgroundInitializer#addInitializer(String,\,1
U+2219,1
Conversion#hexDigitMsb0ToInt(char)},1
confirm,1
parseObject,1
#escapeHtml3(String)},1
\StringUtils.isAlpha("\\,1
CharUtils.isAscii('a'),1
\NumberUtils#toShort(String,\,1
ObjectUtils.CONST_SHORT(127);,1
<p>Type,1
allowed;,1
#stripToEmpty(String)}.</p>,1
testLocales,1
{@code},1
Argument,1
GB},1
\startsWith(CharSequence,\,1
\StringUtils.removeStart("\domain.com"\,\,1
endianness][destination,1
#getTime()},1
#getStringBuffer},1
\toCharArray(),\,1
<code>reverse(xxx[])</code>,1
eg,1
ArrayUtils#isEmpty(boolean[])},1
buddies,1
rhs.field2),1
java.specification.name},1
\optimized,\,1
appendDetail(StringBuffer,1
club,1
<li>ia64</li>,1
LANG-617,1
timedSemaphore),1
primitive/Object,1
overlap<p>,1
\BooleanUtils.toBooleanObject(2,\,1
\Corporation"\,\,1
Character.isWhitespace(),1
\ket,U+232A\,1
garbage,1
abbreviation</li>,1
BooleanUtils.negate(true);}.</p>,1
cuddle,1
result);,1
<li>Inner,1
fidelity,1
built-in,1
#stop()},1
unserializing,1
<li><b>LeftPad/RightPad/Center/Repeat</b>,1
\#LANG-865,\,1
dim,1
CharUtils.toString('c');}.</p>,1
\ArrayUtils.getLength([1,\,1
org.apache.commons.lang3.concurrent.ConcurrentUtils#handleCause(java.util.concurrent.ExecutionException)},1
java.vm.specification.vendor},1
simpler,1
8601-like:,1
coupled,1
Shapes,1
preference,1
isEmpty(String),1
Class#getConstructor,1
\run,\,1
http://issues.apache.org/bugzilla/show_bug.cgi?id=38569,1
\BooleanUtils.toBooleanObject("\on"\)\,1
\StringUtils.isAlpha("\ab-c"\)\,1
buffer.append(value);,1
\org.apache.commons.lang3.StringUtils#substringBefore(String,\,1
delay,1
\<code>floats</code>,\,1
\StringUtils.getJaroWinklerDistance("\elephant"\,\,1
bothered,1
\different,\,1
Map<,1
\member,\,1
<p>Next,1
\StringUtils.isAlphanumeric("\ab\,1
\StringUtils.isAllLowerCase("\"\)\,1
LANG-727,1
\CharSetUtils.squeeze("\"\,\,1
single-quote,1
setExternalExecutor()},1
\StringUtils.isWhitespace("\\,1
